,condition,date,description,engine hours (total),id,length overall (LOA),make / manufacturer,map_URL,model name / number,price,propulsion type,region,title,url,year manufactured
154,good,2016-10-20 16:44,"Hello'' Up for sale today is a 14ft PrinceCraft fishing boat It has a Johnson 15hp motor that runs great it has a trolling motor we just put a new transom board in it and will be giving it a new coat of paint soon the motor and boat and trailer are all in good working order the boat has a solid custom made stainless steel deck and is carpeted the trailer also has wheels mounted under the boat for easy loading and unloading asking 1,500 but am slightly negotiable If you would like to come see it or have questions please give me a call sorry no e-mails ty",,5838274292,14,,"https://maps.google.com/maps/preview/@41.245900,-76.087900,16z",,$1500,power, (Hunlock Creek),14ft PrinceCraft Fishing Boat,https://scranton.craigslist.org/boa/5838274292.html,
155,good,2016-10-20 13:43,1974 Kells 22 ft Sailboat with retractable centerboard for day sailing and playing on the beach. In moderate to good condition.  Clean title to boat.  Trailer in decent shape with new tires and rims for transport. No title to trailer.  2 Sails -Working jib and 170% Genoa.  Custom cushions for outside seating of 4-6 people. Portable galley for eating and folding up for sleeping berths.  Sleep 2 adults upfront and two in main body. Sold AS IS. Long shaft Johnson 8 HP outboard motor available for sale but not included in above price. $200.00,,5837942335,22,Kells,"https://maps.google.com/maps/preview/@41.204400,-75.911300,16z",22,$600,sail, (Larksville),Kells 22ft Sailboat with retractable centerboard,https://scranton.craigslist.org/boa/5837942335.html,1974
156,,2016-10-19 14:57,no spark.  good everything else. parts or fix.,,5836473444,1,,"https://maps.google.com/maps/preview/@41.245800,-75.948100,16z",,$200,power, (plymouth),35 hp chrysler,https://scranton.craigslist.org/boa/5836473444.html,
157,,2016-10-19 14:54,"for parts or fix. did run, lost spark. needs power-pack and  key-way for fly-wheel. has bronze prop, not in pic. good compression, good lower-unit. 150 if you want the controls with it.",,5836467922,1,,"https://maps.google.com/maps/preview/@41.237625,-75.956115,16z",,$100,power, (plymouth),55 hp chrysler,https://scranton.craigslist.org/boa/5836467922.html,
158,good,2016-10-19 13:46,Cajun bass boat for sale 17.5' 100 horse johnson motor possible trade for zero turn mower other trades considered.,,5836330007,17,Cajun,"https://maps.google.com/maps/preview/@41.418100,-76.046000,16z",,$2500,power,,Cajun bass boat,https://scranton.craigslist.org/boa/5836330007.html,
159,good,2016-10-19 13:34,this boat runs great needs propeller fixed but still goes its not damaged too bad comes with foot controlled trolling motor and 40 hp gas motor fish finder lights life vests  and trailer many extras needs some of the carpet replaced the floor is solid not dents or holes it has lots of compartments and live wells any questions please call or text Shane I'm asking 3500 obo thanks,20,5836307041,15,atarcraft,,,$3500,power, (wilkesbarre),15 ft starcraft fishing boat,https://scranton.craigslist.org/boa/5836307041.html,1995
160,good,2016-10-19 12:48,1991 basstracker 17 ft deep v 40 hp trolling motor in front live well bait well  down rigger and pole  fish finder 3800 obo,,5792618059,17,,"https://maps.google.com/maps/preview/@41.336100,-75.730400,16z",,$3800,power, (Avoca),1991 basstracker,https://scranton.craigslist.org/boa/5792618059.html,
161,excellent,2016-10-19 12:00,"12 ft smokercraft deep v  with Johnson 6 hp outboard no leaks in the hull, motor runs great in the water right now to test  have title for boat",,5836118619,12,smokercraft,,12,$795,power, (Greenfield),12 ft smokercraft,https://scranton.craigslist.org/boa/5836118619.html,
162,good,2016-10-19 08:33,"2006 19.5 ft bayliner in great condition 3.0 4 cylinder freshwater only multiple covers with trailer ,outside has some scratches and paint fading , must see in person runs great",,5835783172,195,Bayliner,"https://maps.google.com/maps/preview/@41.240000,-74.938000,16z",Bowrider,$10500,power, (Dingmans ferry),2006 bayliner,https://scranton.craigslist.org/boa/5835783172.html,2006
163,new,2016-10-19 02:48,"Why buy a used trailer with dry-rotted tires! Bad wheel bearings! Non functioning lights! and bad or no titles!!!  When u can a brand new  Load Rite Fully Galvanized trailer for $649.00 (8"" tires), $669.00 (12"" tires) and no headaches!!!! All adjustable bunks and keel roller! Winch strap. Greasable hubs and bearings! Full tube frames! Call today! Northeast Marine Rt6 Blakely,Pa.18447 show contact info",,5808914044,14,Load Rite,"https://maps.google.com/maps/preview/@41.484906,-75.610914,16z",14/1000,$1,power, (Blakely),14Ft Load Rite Galvanized Boat Trailer,https://scranton.craigslist.org/bod/5808914044.html,
164,new,2016-10-19 02:48,"Brand New 2014 Leftover Mako 16 Skiff w/ Mercury 40 Hp 4 stroke, heavy duty aluminum trailer, 5"" lowrance fish finder, front swivel seat, Motorguide Salt Water series Bow mount tiller trolling motor. Yeti Cooler. Bass Pro VIP 20% off discount card. This boat is discounted to sell. All Warranties apply. Trades welcome! Northeast Marine Rt6 Blakely Pa. 18447",0,5824517670,16,Mako,"https://maps.google.com/maps/preview/@41.484470,-75.611000,16z",16 Pro Skiff,$14600,power, (Blakely),Mako Center Console/Mercury 4 Stroke,https://scranton.craigslist.org/bod/5824517670.html,2014
165,good,2016-10-18 20:37,This 20 bow rider is clean and ready for fun fresh water only it has a V6 MerCruiser and a galvanized  twin bunk trailer if are interested or have reasonable offers please call Bob show contact info,,5793647614,20,,,,$14900,power," (Lakeville, PA)",2005 Ebbtide,https://scranton.craigslist.org/boa/5793647614.html,
166,excellent,2016-10-18 17:08,"14 ft grumman fishing boat,9.9hp 4 stroke honda, with 12volt charging system, electric motor,oars, deep cycle battery,fish finder and full cover with bows. also has tilting trailer, good for low water launching in river. excellent condition.",,5835059392,14,grumman,https://maps.google.com/?q=loc%3A+cook+dallas+PA+US,14fshrmn,$2600,power, (dallas pa),fishing boat,https://scranton.craigslist.org/boa/5835059392.html,1989
167,excellent,2016-10-18 14:41,"Maxum 21ft. Bowrider, excellent condition, 4.3 liter v6 190 hp mercruiser, 4 blade prop, runs great no issues at all!",350,5834791107,21,Maxum,,2100 sr,$4200,power, (Dallas),1990 Maxum 2100 SR,https://scranton.craigslist.org/boa/5834791107.html,1990
168,excellent,2016-10-18 12:12,"2015 Alumacraft VB1756AW, 17' All-welded modified V Boat with Tunnel Hull and Sponsons Casting decks and pedestal seats Mercury 40hp Fourstroke ""Big Arm"" Tiller Galvanized Load Rite trailer with spare and side guides 70# Minn Kota V2, Humminbird 678cHD with ram mount, Humminbird P170, auxiliary motor bracket, transom saver, Mac's River Runner Prop Protector $11,900 plus tax/reg. This is an awesome rugged boat in excellent condition - very low hours SEAMAN'S MARINE INC. 2017 Roosevelt Hwy, Rt. 6 West Honesdale, PA 18431 www.seamansonline.com #riverboatfishingjon",,5834493520,17,,"https://maps.google.com/maps/preview/@41.578117,-75.285144,16z",,$11900,power, (Honesdale),2015 Alumacraft 17' All Welded Mod-V,https://scranton.craigslist.org/bod/5834493520.html,
169,good,2016-10-17 17:06,"16 Ft, 160 C, 6 persons/750 lbs capacity w/cover, 4 year old Mercury 50 HP 4 stroke motor with very few hours, 2012 galvanized trailer , 24 v trolling motor, live well, 2 fish finders, many extras  Very good condition  Stored during winter under roofed building",,5833387852,16,Starcraft,,Pikemaster,$6000,power, (Forest City Pa),Starcraft Pikemaster,https://scranton.craigslist.org/boa/5833387852.html,1993
170,good,2016-10-17 14:14,"This 20' 2002 Yamaha LX 2000 Jetboat is driven by twin 135 HP Yamaha inboard jet engines and has a top speed of 50 MPH! Great all around sport / power boat for anything you want to do, be it wake-board, ski, knee-board, fish or just outrun most anything on the lake. The boat runs well and is in good condition inside and out. It's well constructed with quality throughout. 8' beam leaves plenty of room for passengers and cargo with lots of on-board storage. I am selling to downsize to a 17' that will fit our newly awarded slip at our club. Trailer included. Price includes indoor heated storage for the 2016-17 winter season.   (DALLAS) $8795.00",,5812348083,20,Yamaha,"https://maps.google.com/maps/preview/@41.349400,-75.983400,16z",LX 2000,$8795,power," (Dallas, PA)",2002 YAMAHA LX 2000 JETBOAT,https://scranton.craigslist.org/boa/5812348083.html,2002
171,,2016-10-17 14:12,both motor and both are 2003 and trailer is 2004  all have titles no problems runs perfect show contact info,,5788223835,20,,"https://maps.google.com/maps/preview/@41.435000,-75.610300,16z",,$7500,power, (throop pa),2003  20ft pontoon boat johnson 40hp 2 stroke,https://scranton.craigslist.org/boa/5788223835.html,
172,like new,2016-10-17 11:47,"6"" beam, E-Z load trailer, 25 HP 4-stroke Mercury Quicksilver engine, bow mount foot controlled electric motor, fish finder never installed, with all equipment. show contact info Located in Benton.",,5832746379,18,,,,$4000,power, (East Stroudsburg),18' Tracker Boat,https://scranton.craigslist.org/boa/5832746379.html,
173,,2016-10-17 08:14,"17foot Coleman/RamX canoe with swivel seats, oars and trolling motor.. Asking 350.00. Call show contact info ask for Dale.",,5832409943,17,,,,$350,power, (Wapwallopen),17 foot canoe,https://scranton.craigslist.org/boa/5832409943.html,
174,,2016-10-16 17:31,HO Easy Rider Super Shaped Combo Skis. Adult trainer skis...almost anyone can get up on these. Exc base and fins. Great skis. Scratches on tops from boat and storage. $65.00 obo. Call or text Jerry at show contact info,,5831758896,1,,"https://maps.google.com/maps/preview/@41.245900,-76.087900,16z",,$65,human,,HO Easy Rider Adult Trainer Skis,https://scranton.craigslist.org/boa/5831758896.html,
175,excellent,2016-10-16 10:37,"1986 Basstracker.  Panfish 16. Includes trailer, mercury outboard, evinrude outboard, trolling motor, anchor, life jackets , oars, net, etc... Ready to fish. Must go. Call",,5831146045,16,Bass tracker,"https://maps.google.com/maps/preview/@41.306391,-76.395943,16z",Panfish 16,$3700,power, (Benton),Bass Tracker,https://scranton.craigslist.org/boa/5831146045.html,1986
176,good,2016-10-16 08:32,16' aluminum boat and trailer for sale.,,5831021647,16,,"https://maps.google.com/maps/preview/@40.698991,-76.845760,16z",,$500,human, (Herndon),16 foot boat and trailer,https://scranton.craigslist.org/boa/5831021647.html,
177,good,2016-10-15 13:48,"12"" fiberglass rowboat, with oars,. no registration. This boat came with a cottage i purchased and has no registration. I have no use for it,we put it in the water today to make sure it didnt leak, NO E MAIl. text is best",,5830067740,12,unknown,,,$150,human, (throop),12' rowboat,https://scranton.craigslist.org/boa/5830067740.html,
178,,2016-10-15 11:50,RAFT WAS USED ONCE HAS OARS AND PUMP,,5829852489,10,,"https://maps.google.com/maps/preview/@41.268900,-75.845300,16z",,$100,human, (PLAINS),INTEX EXCURISION 4 INFLATABLE RAFT,https://scranton.craigslist.org/boa/5829852489.html,
179,good,2016-10-15 08:13,10ft quest kayak for sale. Comes with paddle. 200 obo show contact info,0,5829556336,10,quest,,red,$200,human,,quest kayak,https://scranton.craigslist.org/boa/5829556336.html,2010
180,,2016-10-14 19:58,Motor needs to be serviced. Please Call show contact info for details. No emails please.,,5829115960,12,,,,$700,power,,12ft Boat w/trailer,https://scranton.craigslist.org/boa/5829115960.html,
181,good,2016-10-14 19:58,"14' deep V with floor. 4 person capacity, live well, brand new oars, brand new Cabelas life vests, two throwables, 3 seats, fish/depth finder, brand new deep cycle battery, brand new trailer wiring and lights, rod storage locker, two brand new anchors, nav. light poles front and back, 30 lb thrust electric motor. Great fishing boat!! Have title in hand all ready to go fishing!! $2200",,5829115924,14,,,,$2200,power, (Waymart),14' deep V with trailer,https://scranton.craigslist.org/boa/5829115924.html,
182,good,2016-10-14 14:29,"pecs: 8 ft 4  26.40 in  63.80 gal  41.00 lbs 165 to 280 lbs Meta-lite Main use: creek boat, river runner Pyranha's take: The h3 replaces the h2 for the 2003 season. An innovative, modern and evolutionary river running and creeking design, incorporates a predictable hull with modified volume distribution combined with some new ergonomic features makes for an impressive river running package. The h3 combines logical and innovative enhancements that will enable paddlers to tackle rivers all over the world with predictability and confidence. With serious no nonsense river running ability and exceptional internal comfort the h3 will also be of interest to intermediate customers who are looking for a boat in which to gain more experience in, as well as those who work and teach out on the river.",,5828447683,8,,"https://maps.google.com/maps/preview/@41.025500,-75.976800,16z",,$350,human,,Pyranha 255 H3 Kayak,https://scranton.craigslist.org/boa/5828447683.html,
183,good,2016-10-14 14:18,12 ft boat with load rite trailer. swivel clamp mount seats. 3.0 game fisher 2 stroke gas motor.,,5828556983,12,load rite,,load rite,$950,power, (Jermyn),12 ft v bottom boat motor and trailer,https://scranton.craigslist.org/boa/5828556983.html,
184,,2016-10-14 11:12,"1991 Bayliner 20ft. Trophy Walk Around 150 Horsepower motor Full enclosure cuddy , escort trailer, garage kept, excellent condition, used very little.Asking  $6500.00  OBO call show contact info",,5784330497,20,,"https://maps.google.com/maps/preview/@41.439500,-75.431300,16z",,$6500,power, (Jefferson Twp.),1991 Bayliner 20ft. Trophy Walk around,https://scranton.craigslist.org/boa/5784330497.html,
185,,2016-10-14 09:32,Selling my boat with a 1994 Johnson 140hp runs . Needs little . Like fuel lines should be replaced. May trade for atv,,5828022326,17,,"https://maps.google.com/maps/preview/@41.467700,-75.601500,16z",,$1000,power,,Glasstron boat with 140hp,https://scranton.craigslist.org/boa/5828022326.html,
186,good,2016-10-13 19:55,Boat trailers 300.00 and up.  Prices vary.  We also have trailer parts available such as axles etc...Call for needs and prices. show contact info,,5790621482,16,,"https://maps.google.com/maps/preview/@41.579200,-75.252800,16z",,$300,power, (Honesdale),Boat Trailers 16ft-20ft,https://scranton.craigslist.org/boa/5790621482.html,
187,,2016-10-13 19:54,We are a small family run business and sell good used parts for : ATV's Snowmobile's Jet Ski's Boat's Dirt Bike's Motorcycle's Scooters Call for needs show contact info,,5790659180,16,,"https://maps.google.com/maps/preview/@41.579200,-75.252800,16z",,,power,,"Good Used Parts for ATV's, Snowmobile's, Jet Ski's and Bike's",https://scranton.craigslist.org/boa/5790659180.html,
188,excellent,2016-10-13 17:36,"Chaparral 187 XL 130 HP Inboard Motor with Mercruiser Stern Drive Electronic Ignition Upgrade New Marine Battery Humming Bird 300 XT Fish Finder 5 Starr Trailer with Rollers puchased in 1997 Bumpers, Anchor and more. Low Hours Excellent Condition",,5827307667,19,Chaparral,,187 XL,$5500,power,,1987 Chaparral 187 XL,https://scranton.craigslist.org/boa/5827307667.html,1987
189,excellent,2016-10-13 17:27,"Chaparral 187 XL 130 HP Inboard Motor with Mercruiser Stern Drive Electronic Ignition Upgrade New Marine Battery Humming Bird 300 XT Fish Finder 5 Starr Trailer with Rollers puchased in 1997 Bumpers, Anchor and more. Low Hours Excellent Condition",,5827294533,19,Chaparral,,187 XL,$5500,power,,Chaparral 187 XL,https://scranton.craigslist.org/boa/5827294533.html,1987
190,,2016-10-13 11:50,"- 3 seater cover, SLIPPERY, (Excellent condition, NEW in box).) Gray & Black! Originally for '96 to '04 SEADOO GTX but may fit many other models as well!   $95 * Please call show contact info - Thank You!",,5826672687,10,,,,$95,power, (Dickson City),"JETSKI / PWC COVER - SEADOO, YAMAHA, KAWASAKI!!!!!",https://scranton.craigslist.org/boa/5826672687.html,
191,,2016-10-13 09:11,Quality work on all makes and model machines .Specializing in jet skis & wave runners. No job is to big or to small.I can get new parts for good prices & have a large selection of used parts to get you back on the water with little wait times! **winterization special $60.Dont let you ski sit un prepared and leave you with costly repairs next season *Diagnostics & sea doo key programming *supercharger Rebuild *carburetor cleaning *simple tune up's *oil changes *top end rebuilds *complete engine rebuilds *jet pump rebuilds *New & used parts available for great prices,,5826376432,1,,,,$60,sail, (Honesdale),"jet ski ,wave runner service and repair.Winterization special",https://scranton.craigslist.org/boa/5826376432.html,
192,good,2016-10-12 13:54,"Jon Boat flat bottom Aluminum 12' Bottom measures Length 135"" x Width 32"" and Top measures L 12ft x W 4ft x D13"" w rowboat oars @50lbs. Small repaired hole above waterline. Johnboat Ready to use. NEPA delivery available $.  $300 firm 570-881-224seven",,5825315494,12,,,,$300,human, (NEPA),Jon Rowboat Flat bottom Aluminum 12',https://scranton.craigslist.org/boa/5825315494.html,
193,good,2016-10-11 17:03,Looking to trade a 1983 Monte Carlo with T tops for a flat bottom Jon boat,,5818801652,16,Chevy,,Monte Carlo,$2600,power, (18603),Classic 1983 Monte Carlo trade for boat,https://scranton.craigslist.org/boa/5818801652.html,1983
194,excellent,2016-10-11 13:52,4 Stroke 75 hp Yamaha. 70 Thrust trolling motor. 2 Humminbird fish finders. One (1) is a 798 CI HD side imaging. The other one is a 898 C. GPS fishing system. Many extras..,,5823712854,16,G3,"https://maps.google.com/maps/preview/@41.274200,-75.890300,16z",V162,$13000,power, (Swoyersville),Fishing Boat G3/V162 Vhull,https://scranton.craigslist.org/boa/5823712854.html,2009
195,excellent,2016-10-11 12:03,"This is 2008 Triton 19X2, 200hp  Evinrude H.O. Etec aprrox 300 hours, two of Renegade 13 1/2 X 25  4 blades , 8"" Pro Hi Jacker Hp, Single console,  new Minn Kota Fortx 80lbs thrust,new MK-315 charger 3 bank, new batteries, new Humminbird 999ci HD SI on BalZout mount dash and new 959ci HD DI on Dek-it mount bow, new HB Chart Lake master Northeast States . Auroa canvas traveling cover color black, new tires, single axle tandem trailer. This boat measured 19' 6"" , clean and excellent shape with beautiful white, black with yellow stripes , Bass tournament ready! Sell for $22,500. or OBO Please text me to ask me any question so i will reply. If you are seriously about this, give me your text number for text you more pictures or meet up. Thank you",330,5823497097,19,Triton,"https://maps.google.com/maps/preview/@41.220800,-75.773600,16z",19X2,$22500,power,,2008 Triton 19X2 200hp Evinrude H.O. Etec,https://scranton.craigslist.org/boa/5823497097.html,
196,good,2016-10-11 12:01,"Awesome boat with luimited build. Measures 30 feet with built-in swim platform. Very rare twin Chevy big block 454 cubic inch 365 hp H.O. magnums. Full bimini top and full canvas. Revuilt Bravo drives, runs perfect. Great boat. Three-year-old aluminum trailer with new tires. $13,500. Call Kenny at show contact info or cell show contact info",,5823493499,30,Baja,https://maps.google.com/?q=loc%3A+%31%30%38+Swiftwater+Drive+Lackawaxen+PA+US,280ES,$13500,power, (Lackawaxen),1990 Baja 280ES,https://scranton.craigslist.org/boa/5823493499.html,1990
197,excellent,2016-10-11 11:01,"New 350 merc motor cuddy cabin trailer,, Side exhaust sounds and runs great.. deep V stable draft. skiis and all items needed to go boating today ship to shore// cd//needs carpet or leave it as it is show contact info",1,5823378281,22,chapperal,https://maps.google.com/?q=loc%3A+%32%35%34+cemetery+road+hamlin+PA+US,,$4400,power, (moscow (Hamlin)),Chapparal 22 ft I/O V8,https://scranton.craigslist.org/boa/5823378281.html,1994
